,id,date,dateYear,dateMonth,dateDay,rating,userName,content
565,566,20190702,2019,07,02,5,Google 사용자,"매일매일 식단 관리와 피드백 그리고 부족한부분에 대한 조언까지... 다이어트가 혼자가 아닌 동행이라는 기분이 들게 만들어준 고마운 앱입니다. 이젠 혼자 할수 있는 자신감도 생겼고, 다이어트보다 건강관리라는 긍정적인 생각을 가지게 되었습니다.  긴 여정동안 몸도 좋아지고 스트레스도 줄어서 몸이 가벼워졌습니다. 추천합니다^^"
566,567,20190421,2019,04,21,5,Google 사용자,정말 추천해요 진짜 다이어트 자주실패했는데 눔으로는 어려움 없이진짜 잘 해나가고있어요
567,568,20201220,2020,12,20,1,daily hope,아니 왜 7일 무료체험후에 제가 연장안했는데 자동으로 15만원을 끊어갑니까?? 무슨 이런경우가 있나요? 제가 할지안할지 정해서 결제하는거지 자동으로 결제하는 시스템은 진짜 어이없어요.당장 환불해주세요.
568,569,20210308,2021,03,08,1,밀레,별점1도아까움 환불요청했는데환불도안되고 계속 정보를 알수없다고 멀자꾸달라고함 카드뒷자리4개도줬고이름이랑 다줬는데 내카드로결제는되면서 취소는왜안됨? 결제내역보면되잖음..
569,570,20210502,2021,05,02,1,한서현,체험끝나기전에 구독취소환불 신청했는데 메일답도없고 시간만 흐르다 자동 결제 되었는데 환불해주세요 확인도 안하고 시간끌다 뭣데로 결제되게만들고 금액정확히 환불해주세요ㅡㅡ
570,571,20210126,2021,01,26,5,ALPHA Q Inc.,새로운 습관이 생기게 해주었어요 채식 위주의 식단 니트운동 등.. 건강을 생각하는 습관을 기르게 해준 눔앱 추천합니다~
571,572,20200407,2020,04,07,4,Google 사용자,눔으로 6개월하면서 건강하게 8키로 뺐어요.ㅎㅎ 요요없이 다이어트가되어서 좋았습니다. 거짓없이 식단기록할수있다면 큰 도움이 됩니다~
572,573,20210401,2021,04,01,1,Google 사용자,유료결제 취소되었다고 정기구독취소라고 메일로 받았는데 30일 아침 9시 조금 넘어서 자동으로 결제가 되었습니다 .. 어디다가 문의를 남겨야하는지 홈페이지 어디에다 남겨야하는지도 모르겠습니다.
573,574,20190811,2019,08,11,3,Google 사용자,오래 전부터 평생회원으로 유료 가입 후 계속 쓰던 앱인데 지금 1달동안 계속 오류나더니 이제 열리지도 않아요. 1쥬일동안 140번 정도 오류로 멈추고 폰 덜덜거려서 삭제하고 다시 깔아도 자꾸이러는데.. 왜이러죠??
574,575,20191007,2019,10,07,2,Google 사용자,1년 넘게 썼는데 지난 달부터는 실행해도 자꾸 튕겨요. 처음엔 지우고 다시 설치하면 됐는데 이젠 다시 설치해도 튕기네요.
575,576,20210524,2021,05,24,1,미호Miho,갤럭시 노트 10+에 설치했는데 앱이 작동하지를 않습니다. 화면 가운데에 원이 돌아가는 로딩 표시만 계속 나오는데요. 왜 이런 거죠?
576,577,20200421,2020,04,21,5,Google 사용자,"눔과 2개월 동안 함께하면서 4kg나 빠졌고, 무엇보다 건강한 생활습관을 만들 수 있어서 좋았습니다. 어떤 음식이 건강한지 어떻게 챙겨먹을지 얼마나 먹을지 이제는 잘 알고 실천하고 있어요. 평소에 바쁘다는 이유로 외면했는데 눔과 차근차근 해오다보니 어느덧 제 습관이 되어있더라구요. 감사한 경험이었습니다 :)"
577,578,20210118,2021,01,18,1,kiyoung Han,"천원에 체험판 쓰다가 저와는 맞지 않은듯 하여 해지 하였습니다. 해지 접수 완료 메일도 받았구요. 그런데, 일주일 후 왜 정기결제 137,800원이 결제가 되나요? 당장 결제 취소 해 주시고 해지 해 주세요"
578,579,20190905,2019,09,05,5,Google 사용자,매일매일 기록하면서 내 생활은 다시 돌아볼수있는게 좋은 것 같아요 음식도 무조건 안먹는게 이ㅏ니라 조절할 수 있는 힘이 생기는것같아요
579,580,20210411,2021,04,11,5,박학,눔 사용한지 1년 가까이 되어요. 항상 건강관리 잘 하도록 격려해주는 코치님 덕분에 건강한 생활습관 유지가 가능해졌어요. 아티클과 그룹기능 운동 기록기능도 도움되어서 정말 유익합니다.
580,581,20200907,2020,09,07,3,김현희,코치님과 소통을 위해 사진을 첨부하려면 앱이 계속 종료됨. 1주일 후 제거&설치 후 로그인하면 서버에서 개인정보를 다운할 수 없다는 메세지가 뜸...어떻게 사용하지
581,582,20200121,2020,01,21,5,Google 사용자,여러가지 다이어트를 시도해보았는데 결국은 요요효과가 오는데 왜 그렇게 되는지 설명해줘서 고마운 앱입니다. 길게 보고 체중감량하는데 필요한 지식으로 무장시켜줘서 고마워요.
582,583,20191214,2019,12,14,5,Google 사용자,의지 박약인 저에게 계속 다이어트에 대한 지식제공과 포기하지않게 이끌어주시는 코치님 덕분에 원하는 감량보다 더 할수있었습니다~^^ 좋은 식사습관을 가지고 싶고 체중 감량을 원하시는 분들에겐 추천드립니다.
583,584,20210818,2021,08,18,5,라벤더,"수술후 처질수있는 일상생활을 기록함으로써 관리에 더 힘쓸수있는 장점도있고 코칭분이 몸상태부터 매일체크, 식단관리요령을 알려주시면서 이끌어주셔서 혼자회복기를 보내는것보다 훨씬 도움도 받고 동기유발을 시켜주셔서 추천합니다~^^"
584,585,20210115,2021,01,15,5,성민경,눔을 알게된지 한달동안 많은 생활이 바뀌었답니다.하루 만보걷기를 시작하면서 가까운거리는 되도록 걷게되었고 커피를 물로 대체해서마시기 식단살피기 시간나는대로 운동하면서 저절로 살이빠지더군요~
585,586,20200525,2020,05,25,5,윤주미,음식 기록을 하게 되니 확실히 덜 먹게 되고 7시 이후로는 물만 먹게 되요 음식 기록하고 몸무게 기록 4주 했눈데 2키로는 빠졌어요~
586,587,20200607,2020,06,07,5,정용환,유익하고 확실한 정보를 제공하는 참좋은 앱입니다 최고입니다 4주차동안 앱과 함께하며 즐거운 다이어트와 운동을 몸에 익히며 너무 행복합니다
587,588,20191105,2019,11,05,4,Google 사용자,잘 쓰고 있음 다만 음식 검색 기능이 있었음 좋겠음 예를 들어 녹색 음식만 리스트를 볼수있도록 하기 이런거
588,589,20200915,2020,09,15,3,Kyuran Lee,살은 많이 빼지 못했지만 꾸준히 식단관리하고 체중 유지에는 큰 도움이 되었어요
589,590,20200716,2020,07,16,4,고혜정,일주일 사용하는 중인데 첨엔 이건 뭐 누구나 할 수 있는거 아닌가?하며 반신반의 했는데 동기부여도 되고 나도 모르게 나 자신을 관찰하고 관리하게 되네요ㅎㅎ 개인코치와 그룹코치가 따로 유용한 정보도 제공하고 맞춤식 조언도 해줘서 좋아요~^^
590,591,20210401,2021,04,01,3,최지원,전반적으로 좋은 앱인데 코치에 따라 경험이 상이합니다. 회사 측의 가이드가 없는 건지 지금 코치 너무 대충 함.
591,592,20200524,2020,05,24,1,Michael Shin,결제 취소/환불 요청합니다. 2주간 트라이얼 이후 유료구독 연장 여부 물어보지도 않고 바로 결제 해가버리는건 좀 아닌것 같습니다. 정중히 요청합니다.
592,593,20201006,2020,10,06,5,sim choi,"두번째 눔 역시 최고, 심리학 바탕으로 다이어트 하는데 확실히 도움돼요 생활습관과 가치관을 바꾸는데 도움됐어요!"
593,594,20190102,2019,01,02,5,Google 사용자,덕분에 환급도 성공하고 살도뺐네요 체중감량은 유지가 더 중요하다고하니 재구매할까 고민중입니다 눔덕분에좋은습관만들수있어좋았습니다
594,595,20190827,2019,08,27,5,Google 사용자,저는 4개월 좀 안됐는데 11키로 뺐네요ㅎㅎ 개인마다 차이는 있겠지만 저한테는 굉장히 좋았어요 제 생활도 점검이 좀 됐고요! 앞으로도 이용해서 더 뺄 생각입니당!
595,596,20210410,2021,04,10,1,bo bo,코치 전혀 안되고 유료 서비스도 최악. 답변은 4~5시간 기다림은 기본 코치라는 사람들의 능력치가 너무 낮고 핸드폰 기본 헬스 어플이 더 관리 잘해줌. 그냥 하지마세요
596,597,20190704,2019,07,04,5,Google 사용자,"유료 앱 이용하기 쉽지않잖아요. 캐쉬백 이벤트 한다기에 다이어트도 할겸 신청하고 한 달 지났어요. 결론부터 얘기하면 놀랍습니다. 식습관이 몰라보게 달라져서 진짜 앱으로 관리를 받는 것만으로도 다이어트가 된다는 걸 알았습니다. 하루에 정해진 칼로리 예산 안에서 기록하며 음식을 섭취하는 것이 의외로 스트레스도 안받고 먹고싶은 음식을 맘껏 먹을 수 있어 좋았고요, 차츰 눔 가이드와 담당 코치님의 격려와 잔소리~^^ 에 따라 더 건강한 식습관을 선택하는 쪽으로 자연스럽게 변화되더군요. 전 이번 캐쉬백 스케쥴이 끝나고도 유료로 계속 가입할 의사가 100%입니다."
597,598,20190108,2019,01,08,1,Google 사용자,7일 안에 환불하기 신청했는데 왜 아직도 환불 금액이 안 들어오죠 1월 3일 쯤에 신청했는데. 눔앱은 유료서비스가 아니게 바뀌었는데 돈은 안들어오네요. 설문도 작성하고 다했어요.
598,599,20190922,2019,09,22,1,Google 사용자,결제했는데 프로그램 id등록하는곳이 아무리 찾아도 없어요. 환경설정-> 계정 들어가도 없는데 어떻게 하나요.
599,600,20201007,2020,10,07,4,김용진,눔을 시작하고 규칙적으로 운동을 하게 되었고 몸도 가벼워지고 건강해지는 느낌이예요. 물론 체중도 줄고요. ~~^^
600,601,20210325,2021,03,25,1,Nayoung Yi,인스타 광고를 보고 7일 체험하기를 눌렀습니다. 카드 결제 끝나고 계정 생성 중에 화면이 종료됐습니다. 눔 어플 깔고 계정생성했는데 체험하기 결제한 거랑 연동이 안되는 것 같네요. 지금 돈만 나간 상태에요. 체험하기 해지 해주세요.
601,602,20210311,2021,03,11,1,조삐에로,제가 결제된 거 취소해달라고 몇번이나 보내고 기다렸는데 취소가 안되네요. 고객센터가 다 이메일로만 처리되서 소통의 답답함이 있어요. 18만6천원이 갑자기 빠져버려서 빨리 처리가 되었으면합니다.
602,603,20201223,2020,12,23,3,박지원,정기결제 환불 어떻게 하나요? 복잡하네요. 정기 결제 전에 미리 알려주는 기능도 없이 그냥 결제하니 기분 나쁘네요
603,604,20210520,2021,05,20,5,수호천사쌤의 행복AI교실,눔 잘 쓰고 있었는데요. 1시간 전 업데이트 이후에 앱이 먹통이 되었습니다. 빠른 조치 부탁드립니다. 현재 사용기종은 삼성 갤럭시 폴드 1 입니다.
604,605,20210406,2021,04,06,2,징뉴딩뉴,외국에서 만든거라 그런지 서버가 불안정함.. 결국 체험도 못해보고 고객센터에 전화해서 환불하고 탈퇴함ㅠㅠ 그래도 전화해주신 상담원분이 친절하셔서 2점..
605,606,20200416,2020,04,16,4,Google 사용자,해당일 그룹코치글은 위에 바로볼수있게되면좋겠어요 늦게보게되면 글찾느라바쁘네요 그 외에는 유익한정보로 괜찮습니다.
606,607,20211116,2021,11,16,4,윤소희,시간날때 아티클 하나씩 읽으면 도움도 됩니다. 담당 코치님이 도와주기도 합니다. 그래서 혼자 할때보다 수월한것같아요. 피티가 끝나고 혼자하는 식단이 어려웠는데 그래도 조금씩 좋아지고 있어요. 뭘하든 그래도 의지가 중요한거 같아요. 다들 화이팅
607,608,20210520,2021,05,20,1,엄그만,최악. 쓸모 제로. 미리 구독취소해도 자동결제 됨. 환불도 안해줘서 앱 다시 깔았더니 로그인 안됨 ㅋㅋㅋㅋ
608,609,20180925,2018,09,25,5,Google 사용자,되게 디자인이 심플해서 맘에 들어요. 12월달에 학교에서 생존수영가느라 살빼려고 깔았는데 굉장히 많은 도움이 될 것 같네요! 감사합니다😘
609,610,20200429,2020,04,29,5,손혜정,원하던 건강한 습관을 찾아가는 중이에요 눔은 건강한 장기 다이어트를 시작하는 분들은 꼭 한번 시도해보셨으면 좋겠어요 :)
610,611,20191217,2019,12,17,4,Google 사용자,꾸준한 습관만들기 좋다 별 하나 뺀건 앱이 처음엔 빨랐던것 같은데 어느순간부터 느려져 앱에 접속하는게 부담스러워짐...
611,612,20191001,2019,10,01,4,Google 사용자,머니백이라 하여 성취감을 주면 더 잘할수 있을거 같아 도전했습니다 매일 체중과 식단관리 거기에 운동까지 알려주니 체중감량은 당연하고 건강한 습관을 가질수 있게 되어 더욱 좋습니다 혼자서 다이어트 하면 작심삼일이나 정체기때 많이 힘든데 코치님이 격려해가며 잘 챙겨주니 더 좋은거 같습니다!
612,613,20200818,2020,08,18,5,오로라TV,스스로 다이어트를 할 수 있게 해줘여. 건강하게 할 수 있는 프로그램입니다. 효과를 확실히 보네요
613,614,20191226,2019,12,26,4,Google 사용자,"식단을 적으면 초록색, 노란색, 빨간색으로 구분해주어서, 어떤 음식을 늘리고 줄여야 하는지 알 수 있어서 정말 좋아요."
614,615,20200811,2020,08,11,4,Jooim Kim,"코치와의 대화가 약간 기계적인 느낌은 있지만, 습관 개선에 도움되는 앱이에요."
615,616,20211001,2021,10,01,3,김lyang,사용해보니 나름 유익한것 같네요.근데 업데이트 배너도 안보이고 업뎃이 안되고 어플이 열리지도 않아요. 빨리 해결해주세요
616,617,20190206,2019,02,06,2,Google 사용자,ㅠㅠ 체중적다보면 한달만지나도 렉이 너무 심해요 핸드폰 기종이 안좋은것도아닌데..(노트9) 너무 버벅거리고 느려져서 지워요...
617,618,20191101,2019,11,01,4,Google 사용자,어제까지 됐는데 갑자기 실행이안되네요. 캐시데이터 삭제해도 마찬가지고 이전댓글들 보니깐 해결중이신것 같은데 조금만 더 수고해 주시기바랍니다.
618,619,20200928,2020,09,28,3,후,걷기 카운팅이 다른 만보계와 많이 달라요. 오차가 너무 커서...민감도 조절 안되나요?
619,620,20210822,2021,08,22,1,GRAVITY뚱이,제카드로 신랑과제가 결제를했는데 결제되자마자 프로그램이다시시작해서 그 말로만듣던먹튀가시작되나보네요 ㅜㅜ 결제취소하고싶은데 로그인(비번아니다 4~5번)시도만 계속하고있고 이러다 1주일 1000원 쓰려다 시작도못해보고 12달러가결제되겠군요. .ㅜㅜ 제발 제카드정보 취소해주시고 결제취소방법좀가르쳐주시죠
620,621,20200616,2020,06,16,5,국어새벽감성,"매일 식사 체크할 수 있고 중간중간 코치님이 코칭해주는 부분 있어서 좋았어요. 건강, 심리 관련 아티클 정보도 유용했습니다. 저는 6개월 프로그램으로 했는데 조금 늘어짐이 있어서 2개월 혹은 4개월 하고 또 추가로 하는게 더 낫지 않았을까 싶어요."
621,622,20200311,2020,03,11,1,Google 사용자,뭐 이딴 게 있는지. 한 번 지웠다 다시 깔았더니 끝까지 로그인이 안됨. 신천지가 만든 앱 아닌지 의심될 정도임. 나는 정기결제 신청도 안 했는데 멋대로 또 14만원 빼가는 앱.
622,623,20210909,2021,09,09,5,lunch kim,잘 쓰고 있어요. 체계적으로 정보를 제공해주고 코치님이 가이드도 매일 주셔서 관심을 가지고 식단 관리 및 운동을 할수있는 거 같아요
623,624,20210112,2021,01,12,5,김주아,한달째 사용중인데 4킬로 감량했어요!! 억지로 힘들게 하는게 아니라 식단 작성하고 코치님 응원받으면서 스스로 조절하게 되요!!
624,625,20190528,2019,05,28,5,Google 사용자,눔코치 사용하면서 체중감량도 성공하고 건강한 식습관 길들이기도 성공했어요~ 완전추천^-^
625,626,20190717,2019,07,17,5,Google 사용자,체계적인 식단관리와 운동관리를 통해 무작정하는 다이어트가 아니라 머리로 이해하고 생활습관 개선을 통한 건강한 다이어트를 할수있게 도와주는 유익한 앱입니다
626,627,20200104,2020,01,04,1,Google 사용자,다이어트 책 읽는거랑 다를게 없음. 코치가 있다하지만 별 도움도 안되고.. 어려운거 이야기하래서 상황이 이러이러해서 야채섭취하기가 힘들다 하니 의식적으로 야채섭취를 늘려보는건 어떨까요? 이딴 소리를 앵무새처럼 하고 앉아있음 걍 돈 날렸다 생각하고 더이상 앱 이용안함 별하나도 아까움
627,628,20210418,2021,04,18,1,BO HYEON KANG,환불신청했고 1일내로 메일준다하셨는데 답이 없네요. 빨리 환불해주세요. 외국계정인줄 알았으면 처음부터 안한는건데
628,629,20200212,2020,02,12,4,Google 사용자,"하루에 먹은 음식과 칼로리 등을 잘 관리 할 수 있고, 체중기록도 매일하면서 체중변화도 한 눈에 알기 쉬워요."
629,630,20210522,2021,05,22,3,조경연,식단 다 쓰고 완료 버튼 누르면 앱이 멈춰요...... 강제 종료하고 다시 들어가야 돼서 너무 불편하네요.
630,631,20190815,2019,08,15,5,Google 사용자,좋아요.코치님이 추천하신 플랜대로 잘따라가면 저보다훨씬 많이빼실것같아요 저는 식단만 거의 지키려고하고있는상황이라 아주많이빠지진않았지만3키로빠진상태예요!^^
631,632,20190528,2019,05,28,4,Google 사용자,눔 덕분에 저의 식습관에 대한 객관적인 평가와 문제점을 찾을 수 있었어요^^ 다만 아티클이 너무 많아서 다 챙겨보기는 어려웠어요ㅜ
632,633,20191203,2019,12,03,4,Google 사용자,살도 뺄수 있었고 환급도 받을수 있어 너무 좋았던 프로그램 이었어요ㅎ 다음에도 기회가 된다면 또 하고 싶네요ㅎ
633,634,20220103,2022,01,03,5,킹핀,예전 리뷰에서 기능은 좋은데 5년 넘게 바뀐게 없다고 썼었는데 최근 디자인이 매우 괜찮게 바껴서 만족합니다!
634,635,20200317,2020,03,17,3,Google 사용자,전반적으로 좋은 앱인데 언제부터인지 걸음수 측정이 안되고 있어여. 이기능도 좋아서 여태 썼는데 안된다면 지워야...
635,636,20210927,2021,09,27,1,梁佼正,일주일 후 걸재조건으로 대뜸 결재를 먼저하고 앱을 다운받으라는 리으를 받았는데.. 앱이 다운받아지지않고 계속 로딩상태예요.
636,637,20191029,2019,10,29,1,Google 사용자,안드로이드폰으로 오늘 로그인은 되나 그 이후 사용이 백화현상처럼 안되네요 다시삭제 후 설치해도 동일합니다
637,638,20201017,2020,10,17,2,Kiman Kim,첫실행이라 좀 둘러보고 싶었는데 체크리스트 하더니 유료프로그램 선택하라고만 뜨고 아무것도 안되네요 이런건 그냥 유료앱 카테고리로 가야하지 않을까요
638,639,20220110,2022,01,10,5,Jungmin Lee,우선 매일 먹은 먹은 식단을 작성하고 분석결과를 보는것만으로 식단조절효과가 상당합니다. 담당코치분도 친절하고 동기부여할수있게 많이 도와주시네요^^
639,640,20201219,2020,12,19,4,황정원,7일체험하는중인데요~2일째예요 어플은 좋은데 저하고는 안맞는거 같아서 체험끝나고 정기구독(자동결제된다길래요)을 안하고싶어요~ 해지신청?을 하기는햇는데 제대로 해지신청이 됏는지 확인이 불가능하네요 확인부탁드립니다~
640,641,20201222,2020,12,22,5,H Kim,일상을 건강하게 관리하기 좋고 좋은 습관을 만들어나갈 수 있고 정제된 관리콘텐츠를 받을수 있어 좋았어요😃
641,642,20200105,2020,01,05,5,Google 사용자,신기하게도 건강하게 다이어트하게 만드는 마법같은 다이어트 앱!! 눔코치와 함께라면 건강하게 살 뺄 수 있을거란 확신이 듭니다. 의지박약 다이어터들에게 강추!!!
642,643,20191117,2019,11,17,5,Google 사용자,체중감량에 확실하게 도움이 됩니다. 무엇보다 코치님이 너무 적극적으로 도와주셔서 힘이 나요.
643,644,20220212,2022,02,12,1,S.H LEE,결제완료 메일받고 앱깔고 로그인하려는데 계속 비번틀리다고하고 그래서 재설정 진행하는데 메일도 안오고 고객센터는 주말쉬고... 답답해서 살빠지겠네요ㅋㅋㅋ
644,645,20190425,2019,04,25,3,Google 사용자,걸음수 측정이 거의 안되네요 그래서 매일 삼성헬스 앱에서 체크해서 따로 업데이트 하고 있어요. ㅠㅡㅠ
645,646,20190430,2019,04,30,4,Google 사용자,다이어트프로그램이라해도 배고프지가 않다 그래서 오래 할수 있다 그래서 습관이 된다 운동도 식사기록도
646,647,20200121,2020,01,21,5,Google 사용자,식단관리에 어려움이 있었는데 잘 알려주시고 체중관리에도 도움이 되서 좋아요!
647,648,20190505,2019,05,05,1,Google 사용자,시간 지나니까 식사 기록시 계속 오류남 작성 끝낼 때 멈추고 닫으면 저장 안되고 뭔 어플이 여는데 몇번을 시도하고 몇분을 기다려야되는지 모르겠음
648,649,20210112,2021,01,12,5,See W,환급의 동기부여를 가지고 정해진기간 동안 활용할수있어서 확실한 도움이 되는 프로그램입니다. 많은 정보도 함께 얻어갔습니다
649,650,20190806,2019,08,06,5,Google 사용자,눔 머니백 다이어트 4개월 완료했습니다 이전부터 식단기록 및 다이어트 앱 퀄리티가 가장 높은 게 눔이라고 생각하긴 했어요 그러다가 유료 프로그램 처음해봤네요 좋았습니다
650,651,20220314,2022,03,14,5,이글로리,좋아요👍 심리학 바탕으로 하는게 아주 내용이 알차고 무엇보다 코치님의 코칭이 좋습니다! 만족스럽네요😊
651,652,20210408,2021,04,08,1,Jung_ Park,"앱설치하고 체험종료되고 삭제했는데 ,, 이거결제신청이력이남아서그럴까요 ,, 갑자기 해외번호로 스팸문자가많이들어옵니다..괜히깔았어요 ㅠㅠㅠ"
652,653,20210105,2021,01,05,5,chanmi Kim,저렴한 가격에 pt받는 느낌이에요 매일 읽을수 있는 아티클도 동기부여가 되어 좋았습니다!
653,654,20210603,2021,06,03,2,melon park,결제가 된건가요? 인스타에서 설문지 같은거 하고 넘어왔는데 어떤 앱인지도 모르겠는데 속아서 결제한 느낌이네요. 취소해주세요.!!!
654,655,20190706,2019,07,06,4,Google 사용자,내가먹은것에대해 피드백해주는것과 목표설정을 같이해서 달성시 드는 만족감이 높아요.
655,656,20191224,2019,12,24,5,Google 사용자,건강관리에 도움이 되는 앱이에요. 몰랐던 건강 및 운동정보도 많이 알려주고. 하지만 개인의 의지가 가장 중요하다는것!
656,657,20210528,2021,05,28,5,Naraeul,"안녕하세요^^ 초창기에 평생 무료 기능을 할인 받아 결제했습니다. 오랜만에 접속했는데 지금은 그 할인결제의 메리트가 남아있는지 모르겠네요. 시스템이 되게 달라진 것 같더라고요. 추가결제해야하는것인지 고민되는데, 있다면 안내 받을 수 있을까요?"
657,658,20190621,2019,06,21,5,Google 사용자,처음 반신반의하며 시작한 눔!! 근데 어느순간 의지하며 도움받고 있는 제 자신을 발견하였습니다. 총 4개월 프로그램을 진행하며 나 자신과의 싸움은 아니더라도 약속을 지키며 하루하루 생활하였고 그 결과 8키로 감량 성공했어요. 코치님들의 상담과 하루하루 내 자신의 상태를 기록하고 여러 도움되는 자료를 매일 확인 하고 먹는 음식의 칼로리도 확인할 수 있어 너무 좋았습니다. 거기에 머니백까지!! 눔 앱 최고!! 지인들한테도 추천하고 있어요!
658,659,20191231,2019,12,31,4,Google 사용자,제대로 잘 따라가기만 하면 다이어트 성공 뿐만 아니라 건강한 생활습관을 기를수 있어요! 추천합니다!
659,660,20210103,2021,01,03,1,kim You jin,인☆ 7일 1000원 이용으로 홍보하길래 가입후 3일만에 환불 요청했는데 왜 7일후 48000원이 자동 결재 되는거죠?...불안해서 두번이나 정기결제 취소와 환불 요청해놨는데!!!
660,661,20200717,2020,07,17,1,Jeemin S,잘 쓰다 폰바꿔서 다시 깔으니 유료 결제 안하면 아예 못쓰게 막아놨네요. 앱 좋다고 다운받기전에 4만원가량 고정지풀 생각하세요~
661,662,20201223,2020,12,23,5,윤상동,일주일 체험해 봤습니다 매일 자신이 먹는양을 기록관리하면서 의지가 생기게 되어 다이어트에 도움이 되는것 같아 좋아요 꾸준히 사용해볼 생각입니다
662,663,20190205,2019,02,05,5,Google 사용자,머니백 다이어트로 동기부여가 되어 4달간 빠짐없이 식단일기를 쓸 수 있었어요! 고마워요 눔🌞
663,664,20211117,2021,11,17,1,이소윤,인스타 광고보고 7일 무료체험 신청(카드정보기재) 했는데 앱 로그인이 안돼요;; 페이스북으로 로그인했던 것도 아닌데 페북 로그인했다고 하네요ㅠ 그래서 페이스북 로그인으로 해봐도 서버와 통신이 지연되고 있대요 고객센터 전화번호도 없고 문의 쓰려면 안되는 로그인부터 해야해서 막막하네요ㅠ 그냥 구독 취소해주세요
664,665,20191011,2019,10,11,3,Google 사용자,어제까지 잘 사용하다가 눔 아이콘 눌러서 실행하려고 하는데 화면 잠깐 나왔다가 자꾸 강제 종료가됩니다. 다시 재설치 해야하나요??
665,666,20200713,2020,07,13,4,Su Jung Kim,식사량입력할때 순자입력란으로 했으면합니다. 돌려서 하는것 너무 불편합니다.
666,667,20210801,2021,08,01,3,Hongbum Yi,언제부턴가 체중기록이 구글핏과 연동되지 않습니다. 이 앱 사용 가장 큰 이유 중 하나였는데..
667,668,20210612,2021,06,12,1,테라,아 지금까지 잘 쓰다가 오늘 업데이트 하고 최악이네요. 왜 화면이 켜지질 않죠? 계속 에러만 뜨네요.
668,669,20200616,2020,06,16,4,brown k,의지가 있고 적응된다면 자신을 관리하고 식단을 관리하기 좋은 어플 입니다! 한번 시작해보세요!
669,670,20200630,2020,06,30,4,Jongyeon Park (redbell),작년 7월부터 6개월 환급 프로그램 시작해서 1월 초에 마무리 한 후 만족도가 높아서 한 번 더 환급 프로그램 했었습니다. 1대1 목표관리 코치님이랑 이용자 간의 합이 잘 맞는지가 성과에 중요하게 영향을 미치는 것 같아요. 혼자 건강한 식습관 들이고 생활습관 바꾸기 힘든 분들이 꾸준히 새 습관 들이는 데에는 나름 도움이 될 거라 생각합니다.
670,671,20201207,2020,12,07,1,Bora Music,"한 밤에 황당해서 남깁니다. 엄청 옛날에 프로그램을 잠시 사용했는데 갑자기 179,700원이 결제 되었습니다. 이게 뭔가요??? 제 카드 해킹하셨나요??? 이 밤에 무슨 일인지 고객센터도 없고 얼른 환불 바랍니다"
671,672,20200129,2020,01,29,4,Google 사용자,"매일 운동도보내주고 식단을 기록하는 습관자체가 좋은것같아요 하지만 코치님과 대화가 좀 더 빨리 이루어졌음 좋겠어요 하루에 대화말주머니가 3,4개정도 왔다갔다하면 끝이예요"
672,673,20220222,2022,02,22,1,아혀리,가입 후 사용을 하려고 해도 프로그램 과금유도가 심하네요. 프로그램 선택화면에서 뒤로가기며 앞으로 진행되지도 않습니다.
673,674,20201013,2020,10,13,4,냐옹냐옹,"과학과 경험에 기반한 아티클이 좋아요. 시간을 내서 읽어볼 만 하고, 하룻동안 생각해 볼 만 해요."
674,675,20200405,2020,04,05,5,Google 사용자,상당히 괜찮고 체계적입니다 꼼꼼히 스케줄링이랑 데일리 태스크 하는 거 좋아하는 분에게 유용할듯.
675,676,20191231,2019,12,31,5,Google 사용자,눔 다이어트로 6kg 감량했어요. 페이백도 받았구요. 정말 습관을 바꿔서 건강하게 다이어트 시켜주는데 최고라고 생각합니다!
676,677,20190909,2019,09,09,5,Google 사용자,"인간의 심리적, 사회적 환경을 바탕으로 다이어트에 큰 효과를 얻을 수 있도록 도와주는 역할을 하는 앱! 눔!! 추천합니다."
677,678,20191225,2019,12,25,5,Google 사용자,다이어트학 심리에대해 알려주며 체중 관리가될수밖에없도록 많은 도움을주는 좋은 앱입니다
678,679,20210504,2021,05,04,4,박소연,개인정보 다운받는대 문제가 생겼다고 하면서 로그인이안돼요 체험 결제해놓긴했는대 취소 하려하는대 하려면 어떻게해야하나요 개인적으로 전화주실수있나요 ㅠㅠ
679,680,20200929,2020,09,29,3,hyeji shin,프로그램 자체는 좋은데 걸음수를 전혀 읽지를 못하네요...s 헬스와의 연동기능도 있던데 걸음수 연동 안되나요?
680,681,20200219,2020,02,19,2,Google 사용자,다른건 다 좋은데 만보기 진짜 구려요 어제부터는 아예 체크가 안되네요. 어플 재설치하면 데이터 날라갈까봐 그냥 놔두려고요 만보기 좀 개선해주세요
681,682,20191030,2019,10,30,5,Google 사용자,기록을 통해 부족한 점을 보완하며 다이어트를 즐길 수 있었습니다.
682,683,20190716,2019,07,16,4,Google 사용자,두번째사용해본 사용자입니다^^~ 완벽하진 않지만 다이어트 친구??로써 추천할 만한 앱입니다.
683,684,20191212,2019,12,12,1,Google 사용자,1차 환급이 진행되지 않고 2차 환급이 진행되었습니다. 머니백 문의메일을 보내도 답변이 없네요. 연락할 방법 요구드립니다.
684,685,20190620,2019,06,20,1,Google 사용자,아니 정기결제 해지했는데 결제가 또 되었어요ㅜㅜ 카톡계정은 채팅불가고 답답하네요ㅜㅜ사기꾼인가 씨에스처리 너무 안좋아요ㅜㅜ진짜 첨에 정기결제 신청한거 완전 후회해요
