radon	floor	uranium	county
1.871802177	0	-0.147484283	80
2.501435952	0	-0.147484283	80
1.526056303	0	-0.147484283	80
1.824549292	0	-0.147484283	80
1.871802177	0	-0.147484283	80
1.029619417	0	-0.147484283	80
0.641853886	0	-0.147484283	80
0.182321557	1	-0.147484283	80
0.875468737	0	-0.147484283	80
0	0	-0.147484283	80
0.182321557	1	-0.147484283	80
0.470003629	0	-0.147484283	80
-0.223143551	0	-0.147484283	80
0.530628251	0	-0.147484283	80
1.547562509	0	-0.147484283	80
0.530628251	1	-0.147484283	80
1.193922468	0	-0.147484283	80
-0.223143551	1	-0.147484283	80
2.282382386	0	-0.147484283	80
1.667706821	0	-0.147484283	80
2.140066163	0	-0.147484283	80
0.641853886	0	-0.147484283	80
1.887069649	0	-0.147484283	80
1.335001067	0	-0.147484283	80
1.774952351	0	-0.147484283	80
1.589235205	0	-0.147484283	80
0.916290732	1	-0.147484283	80
2.370243741	0	-0.147484283	80
0.875468737	0	-0.147484283	80
0.741937345	0	-0.147484283	80
1.547562509	0	-0.147484283	80
1.30833282	0	-0.147484283	80
2.595254707	0	-0.147484283	80
1.064710737	0	-0.147484283	80
1.458615023	0	-0.147484283	80
1.335001067	0	-0.147484283	80
0.587786665	0	-0.147484283	80
0.405465108	0	-0.147484283	80
0.587786665	0	-0.147484283	80
0.262364264	0	-0.147484283	80
1.887069649	0	-0.147484283	80
3.015534901	0	-0.147484283	80
1.791759469	0	-0.147484283	80
2.624668592	0	0.183237804	81
2.32238772	1	0.183237804	81
1.740466175	1	0.183237804	81
2.2300144	0	0.236036084	82
1.223775432	0	0.463211867	83
1.410986974	0	0.463211867	83
2.451005098	0	0.463211867	83
1.974081026	0	0.463211867	83
1.547562509	0	0.463211867	83
0.587786665	1	0.463211867	83
-0.356674944	1	0.463211867	83
1.547562509	0	0.463211867	83
2.32238772	0	0.463211867	83
2.424802726	0	0.463211867	83
2.028148247	0	0.463211867	83
2.468099531	0	0.463211867	83
-0.693147181	1	0.463211867	83
1.902107526	0	-0.090024275	84
1.667706821	0	-0.090024275	84
1.131402111	0	-0.090024275	84
0.741937345	0	-0.090024275	84
1.987874348	0	-0.090024275	84
1.62924054	0	-0.090024275	84
0.78845736	0	-0.090024275	84
0.832909123	1	-0.090024275	84
2.766319109	0	-0.090024275	84
2.251291799	0	-0.090024275	84
1.85629799	0	-0.090024275	84
1.504077397	0	-0.090024275	84
1.609437912	0	-0.090024275	84
1.30833282	0	0.355286981	85
1.064710737	0	0.355286981	85
